username,waktu,teks_bersih,Infrastruktur & Jalan,Lingkungan & Sampah,Air & Sanitasi,Bencana & Cuaca,Transportasi,Pelayanan Publik,Ekonomi & UMKM,Keamanan & Sosial,Pendidikan,Kesehatan,urgensi,sentimen,lokasi_insiden
@KoplakHong,17h,Koplakhong Pungli Pungli,0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Kossonng,17h,Nama tidack boleh Lw doang keknya yg 3.0 putus sekolah,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Kossonng,19h,Nama tidack boleh Gw nanya apa dijawab apa.. jawab dulu pertanyaan gw! Atau emang gini semua penduduk provinsi dengan tingkat tertinggi di Indonesia.. paraaahh 1.8K 7.0 putus sekolah,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Kossonng,19h,Nama tidack boleh Jangan2 lw termasuk yg yak? 1.0 putus sekolah,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Kossonng,22h,"Nama tidack boleh Kalau ngebahas sesuatu selalu keluar konteks, padahal KJP program bagus untuk mengurangi angka .. nggak kaya daerah lw provinsi dengan tingkat 1.0 putus sekolah",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Kossonng,Apr 1,Nama tidack boleh Dikatain iq rendah gak terima tp kenyataan nya Jawa barat masuk provinsi tingkat putus sekolah tertinggi di Indonesia!! 1.0,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Kossonng,Apr 1,"Nama tidack boleh Lw pikir Cikole, gunung puyuh nggak masuk wilayah Sukabumi? Dongo lw!! Pantesan Jawa barat mendapat predikat provinsi dengan tingkat tertinggi muridnya modelan kek lw semua anjeeng!! 1.0 putus sekolah",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Kossonng,Mar 31,"Nama tidack boleh Gembel makan aje masih pake garem LW sok2an mau ngasih duit, dasar penduduk provinsi dengan tingkat tertinggi pantesan otak lw bloon sekolah nggak selsai lw!! 2.0 putus sekolah",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Kuskus87,Apr 3,"Kuskus Apakah kalo bbm utk kendaraan di naikan harganya, polusi udara",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Kutekians,Almer,"longsor Thank you Pak Chey.
IHSG/XAUIDR terus ya, all time low since 2000 1.0 36m",0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@L1L178,Ruqayya,Tuh pejabat mestinya tahu betapa susahnya lewat di jalan rusak Mar 30,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LRP12345vdye,9h,"LR Kenaikan BBM memang terdengar adil, tapi dampaknya tidak sesederhana itu.
BBM adalah komponen dasar hampir seluruh rantai produksi — naik BBM berarti naik ongkos logistik, naik , naik tarif ojol, naik biaya produksi UKM. Justru rakyat kecil yang paling terpukul harga sembako",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LadyHuayra,55m,"Lady Huayra Kalo saya jadi suaminya, saya akan bilang langsung ke si HRD itu:

Istri saya salah apa pak kok diminta resign? Kan dia mau tetap kerja tapi ijin waktu off sebentar.

Kalo perusahaan sdh tidak mau lagi menggaji istri saya, ya sudah silakan kirim surat ke kami! 1.6K PHK",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LambeSahamjja,JhdR,Yang di pulau jawa aja masih banyak jalan rusak min di daerah2. Bahkan banyak yg kecelakaan motor karna Mar 31,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LazSidogiri,Mar 30,"LAZ Sidogiri Siapa sangka… Santri yang dulu hampir , hari ini justru hafiz 30 juz. Bukan karena hidupnya mudah. Tapi karena ada yang peduli.

Satu bantuan, satu kesempatan, bisa mengubah jalan hidup seseorang. Jika satu bantuan bisa melahirkan hafiz 30 juz, bayangkan berapa putus sekolah",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LeclercGirls16,33m,"Theredgirls What if kalo gue ponakannya carlos 
What if gue tetangga charles
What if gue temen kecil oscar
What if gue anaknya nico hulk
What if gue ponakan favorite lewis 
What if gue yang punya F1 mampus dan gelap dan deres dan badai laillah macet Gue stress efek bogor",0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LemonTea_330,Verve,Pulkam ke Kabupaten harus terbiasa lampu mati Apr 2,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Lemonadeup06,Mar 31,"레몬에이드업2406 Aku kayak pernah baca di internet gitu, katanya udah nggak ada bau sampah",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Leonitatic,Persephone,dalam rangka apa ini sidoarjo kota lampu mati ? Apr 2,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LexMarteg,Apr 3,"Mar Teg Pantek Kaliannnnnn.....

Sedih banget kalok.ini beneran...
Seorang Mak emak di Bengkalis Riau nangis teriak""....katanya diusir dan di secara sepihak...
Dan haknya Ndak dibayar oleh PT Tumpuan 

Si Ketua paling Buruh dan Kemenakernya kemana nihhhh????? 56K PHK",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Lima8Satu,X-MAN,"kalo gak ketahuan,mallnya tutup lampu mati tapi ada suara anak kecil nangis .. bisa lari securitynya Apr 3",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Lismanto_Gp,Apr 3,"Babaliyut Ga ada ngaruhnya rakyat tetap aja susah banyak pengangguran,  pekerja banyak di , gaji banyakan UMR, koruptor merajalela, negara kaya raya rakyat banyak yg belangsat, wiss parah parah parah..!!! PHK",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,13h,PHK Channel live แล้วเจอกันใหม่งานหน้านะ,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,14h,PHK Channel live ก็นอนตักกันไปเลยสิจ๊ะ,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,14h,PHK Channel live น่ารักที่สุดพักผ่อนเยอะๆนะ,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,15h,PHK Channel live,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,15h,PHK Channel live 1.4K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,15h,PHK Channel live 1.8K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,15h,PHK Channel live กระโดดขี่หลังไปเลย,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,15h,PHK Channel live จับอยู่อย่างนั้นน่ะ,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,15h,PHK Channel live ช่วงทักทายแฟนคลับไปทุกซอกทุกมุมจริงๆ รักมาก ที่สุด,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,15h,PHK Channel live ทุกคนพูดพร้อมกันเพิร์ธแซนต้าเพิร์ธแซนต้า,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,15h,PHK Channel live อายทำไมคนเยอะแยะ #GMMTVFANIVAL2026xPerthSanta 1.6K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,15h,PHK Channel live เอ๊ะอะกอดเอะอะกอด,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,16h,PHK Channel live,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,16h,PHK Channel live ขอบคุณนะ,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,17h,PHK Channel live,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,17h,PHK Channel live คนรักเยอะมากๆ,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,17h,PHK Channel live ครอบครัวใหญ่มากๆเลยนะ มีคนรักเยอะมาก 2.1K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,17h,PHK Channel live งือน่ารักไม่ไหว,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,17h,PHK Channel live น่ารักและอบอุ่นมากรูปนี้อ่ะ,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,17h,PHK Channel live ยิ้มแล้วโลกสดใส 1.9K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,17h,PHK Channel live รักสุดๆ 1.5K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,17h,PHK Channel live เดี๋ยวอุ้มเดี๋ยวก่อน น่ารัก 1K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,17h,PHK Channel live แด๊ดดี้กับปะป๊า,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,18h,PHK Channel live,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,18h,PHK Channel live 1.3K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,18h,PHK Channel live 2.1K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,18h,PHK Channel live กอด 1.9K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,18h,PHK Channel live ทำดีมากลูก,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,18h,PHK Channel live น่ารักเกินต้าน,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,18h,PHK Channel live มีคนแอบเนียน 1.2K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,18h,PHK Channel live รูปครอบครัว,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,18h,PHK Channel live หล่อ เท่ แบบสุดๆ,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,19h,PHK Channel live,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,19h,PHK Channel live 1.1K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,19h,PHK Channel live กอดๆ 4.4K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,19h,PHK Channel live เบ่งกล้ามโชว์,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,19h,PHK Channel live เสร็จแล้วกำลังไปรวมพลนะจ๊ะ 1.3K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,20h,PHK Channel live คนเยอะจริงเยอะทั้ง 2 ฝั่งเลย 14K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,20h,PHK Channel live คนเยอะมากเพิร์ธแซนต้า 8.2K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,20h,PHK Channel live ตอนนี้ยังไม่จบเลยจ้าจุดรวมพลวุ่นวายมาก 7.3K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,Apr 3,PHK Channel live,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,Apr 3,PHK Channel live 1.4K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,Apr 3,PHK Channel live น่ารัก #GMMTVFANIVAL2026xTayNew,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LivePhk98733,Apr 3,PHK Channel live ออร่าพุ่งมาก 1.5K,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Ln1885,Apr 2,Helen ✩ w air mati pompa,0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LordJojo_go,Mar 29,"Lord Jojo Jgn dikira JKT itu rata2 masarakat mampu, justru di jkt byk anak ga sampai lulus SD dan byk yg ekonomi nya kurang kadang makan sehari 1x, realita nya begitu jadi jgn iri KLO pemerintah bersikap adil, bukan cuma daerah 3T aja yg perlu di benahi 1.0 putus sekolah",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Lostid112,19h,mosaax Il faut aussi admettre qu'une grande partie des supporters n'ont pas la même niac que les ui ou . La différence est là. Malheureusement le standard a perdu de sa valeur depuis... Chacun met un amour differn phk,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LukmanInsights,Muhammad Lukman Thamrin,"Kita sering bicara pembangunan.

Tapi kalau jalan rusak , sampah menumpuk, dan akses pendidikan, kesehatan, dll terbatas masih ada…

Apakah itu benar-benar pembangunan? Apr 1",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@LuvLikeJesus24,21h,"LiveLoveBACON Oh sake, it was France being a pussy as France always is phk",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MANTlSPRAYER,Apr 2,"𝐻eavenina 𝑆ahar. Air mati Satu-satunya pemicu yang aku tahu saat ini adalah pemicu keinginanku untuk mati. 

Mangkuk jatuh. Sendok berdebu. Buku hilang. . Aku berdiri di ambang lagi. Kamu nggak mencintaiku lagi. Aku nggak mencintaiku lagi. Aku mencintai dunia yang selalu membuatku patah hati.",0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MENUJU_2029,18h,Indonesia_Baru Sulteng harus bangkit! putus sekolah Tantangan geografis bukan alasan untuk menyerah pada pendidikan. Mari kawal digitalisasi desa dan pembangunan sekolah di pelosok agar angka 1.0,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MIC____lunat1c,Apr 3,cosMICjester Feel free to off to Canada or Oz w/ the rest of the useful idiots ol pinko stinko hag PHK,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MIC____lunat1c,Apr 3,cosMICjester PHK PHK,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MIC____lunat1c,Apr 3,cosMICjester Pick your Wakandan governed utopia & off B00N PHK,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MPN_Indonesia,MPN Indonesia,"banjir Terekam momen mengharukan ketika seekor kucing peliharaan berwarna oren berhasil selamat dari terjangan yang melanda kawasan tempat tinggalnya, lalu langsung menghampiri pemiliknya sambil mengeong pilu. 11m",0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MPostbanten,20m,Henry,0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MSadhra,Apr 3,"Mullah Sadhra Trend industri mining kehabisan stok fuel karna vendor stoknya mereka menipis dan harga solar industri naik, imbas dari hal ini bakal ada karna hal ini sampai ada kepastian yg tdk ditentukan phk",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MVaranov,27m,RandomNews Mahasiswa Papua desak usut tuntas di Dogiyai kekerasan #polri,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MVaranov,37m,RandomNews Usut tuntas berdarah di Dogiyai Papua Tengah kekerasan #polri,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MainVillainn,Ryu,Jalan rusak 1.2K ter ga manusiawi Mar 28,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Mammoth_R,21h,"Mammoth_R Setuju, tapi tiket murah doang belum solusi. Demokrasi lah yg buat rakyat susah, Korupsi subur, jadi lumrah, preman LSM dipelihara. Pemerintah: 1 tahun pertama sibuk konsolidasi koalisi, 2 tahun akhir fokus Pemilu. Emang paling bener dipimpin Raja aja kaya negara2 arab. Pungli",0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Mardiantapa,Rizka,Lampu mati dong Apr 2,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Mardiantapa,Streaming BalBalan,Tim lampu mati karena cuma pingin denger suara aja kak Apr 2,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MarietoniCarlos,MarietoniC_25,"80 tahun merdeka, tapi masih ada warga yang harus lahiran di hutan gara-gara jalan rusak . Ironisnya, daerah sebelahnya justru penghasil aspal kelas dunia. Kok bisa ya, aspalnya ada tapi jalannya tetep amburadul… Kesejahteraan masyarakat Kopeang,  Peduli Mamuju Mar 30",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MarthabakSpzl,Mar 30,Hyzixs bau sampah bau sampah,0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Martogog23,Markuwat,https:// v7FQ?si=ytyIr-Q7G87bxgVd … https:// Mar 31,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MasFey,Apr 2,Ferry Sekolah rusak perbaiki...eh dia malah dirikan sekolah baru..,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Mashadi37659701,Mar 31,Ali Hadi Yang tolol lo setiap bulan pns ada yg pensiun terutama guru sekecamatan rata rata sebulan 2 kalo setaun 24 itu baru se kecamatan maka kalo negara tdk mengkat gantinya 24 itu baru guru blm yg lai kalo di total se Indonesia berapa? Ko tau sy kerjanya di pendidikan 1.0 kekurangan guru,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Masmassolo11,Mar 30,"Mas Jo Biasanya masalahnya parkir atau pengolahan limbah. 
Biasanya suka buang limbah",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Masmassolo11,Mar 30,"Mas Jo G usah bawa2 masyrakat kecil, pedagang kita mayoritas masih buang limbah",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Me31324567Me,32m,"Me Jadi jangan karena kita tinggal di negara seperti ini, iman kita jadi berubah mendukung .
Gue kaga dukung Israel atau Palestina. IDF dan Hamas itu sama, sama2 jahat.. kalau Hamas tidak jahat, tidak mungkin korban 1,200 jiwa. kekerasan",0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MeViyani,7h,"Fitri Gunawan Knpa egk mikirin kemungkinan A, B, C??? 
Betul. Sehat bisa sakit, yg pnya penghasilan tetap bs kena . 
Semua serba kemungkinan. PHK",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Media90Berita,Media90.ID,"M5.0 Guncang Barat Laut Jailolo Maluku Utara, Dipastikan Tidak Berpotensi Tsunami - Gempa | Update Terkini, Semua Topik 46m",0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Meiimeii_cece,1h,Mei Macet sampe cukanghaur,0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Melody_doremi3,Mar 28,Haruka Apa yg mau diharapin dari opini tolol fans yg idolnya ? putus sekolah,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Melody_doremi3,Mar 31,"Haruka Gue jijik searching lagu idol Lo si najis itu di yutub. Ogah tolongin nambah views. Makanya gue search di google tanpa sebut grup

2015 dan 2022 menurut Lo yg mana duluan anjing? Sekaum emg tololnya tuh kelewatan tolol. Mentang2 idol Lo , fansnya juga ikutan tolol putus sekolah",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Menjjulang,Kaito.,"Dua hal itu valid
Kaki keras terutama jalan rusak , kekedapan kurang pas hujan tp kok saya ngerasa malah berisiknya dari kaca depan, road noise bisa diatasi ganti ban tp menurut saya ga terlalu berisik juga

Yg bikin menang banget tentu adaptive cruise control, irit dan tenaga ok Mar 31",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MenteriPekerja,10h,"Menteri Pekerja RI apakah masih berhak untuk uang kompensasi?
iya kak itu sangat berhak dan udh pasti jadi kewajiban perusahaan memberikan uang kompensasi

inget masa kerja ya, jadi semisal kontrak 12 bulan di di bulan 8 (maka hitungan masa kerjanya 8 bulan)

apakah mendapat uang ganti rugi? phk",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MenteriPekerja,8h,"Menteri Pekerja RI iya kak semangat ya, hak kalo pkwtt resign dan di beda soalnya 

jadi sebelum ambil keputusan baiknya sudah dipertimbangkan phk",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MenteriPekerja,9h,"Menteri Pekerja RI ada namanya asas Lex Specialis Derogat Legi Generali/Aturan yang khusus mengesampingkan aturan yang umum.

Aturan umum memang bilang pekerja di itu dapat pesangon. 

tapi PKWT ini kan di atur khusus aturan Khusus nya ada di : PP No. 35 Tahun 2021 Pasal 15-17 

begitu mas cep PHK",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Metro_TV,METRO TV,"Pemerintah Kabupaten Tangerang mengebut rekonstruksi betonisasi di jalur Pantura, khususnya di wilayah Pakuhaji, Sepatan, dan Rajeg. Langkah ini diambil langsung oleh Bupati Mochamad Maesyal Rasyid untuk memperbaiki jalan rusak pasca-musim hujan sekaligus menekan angka kecelakaan Apr 2",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Metro_TV,METRO TV,"gempa Kepala Badan Nasional Penanggulangan Bencana (BNPB), Letjen TNI Suharyanto, melakukan kunjungan kerja ke sejumlah wilayah terdampak bumi di Provinsi Sulawesi Utara, Jumat malam (3/4). Kunjungan ini bertujuan untuk memastikan penanganan darurat pascabencana berjalan secara 33m",0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MongabayID,Mar 29,"Mongabay Indonesia krisis air Berbalut tradisi, Kupatan Kendeng menjadi ajang konsolidasi warga Rembang untuk menuntut penutupan tambang semen demi menghentikan dan kerugian ekonomi masif akibat rusaknya ekosistem karst.",0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Montucky_b,17h,Montucky_B PHK PHK,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Montucky_b,17h,Montucky_B We're supposed to have moved to the Austin area last January. Our house is under contract and everything! After I saw they just opened ANOTHER  massive 100acre temple we said That! Cancld our sale of our house and stayed here! Mom even moved back! Texas isn't stopping it! PHK,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@Mr_amanSH,2h,Aman SH MBA air keruh Mainan gorong2 4 jari tunjuk relawan sendiri,0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@MyraBrady152103,30m,Myra Brady Saw pizza begal,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@NANA31602601,18h,NA NA Dumb as gtfoh with that stupid sh!t not related to 210 in any way phk,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@NHenryp29864,nico delanoHenry@P.,? Banjir 21s,0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@NaomiEva18,2h,"NaomiEva Rupiah sempat menguat di era Habibie, tapi ada “harga” yang dibayar:
Kebijakan ketat IMF
Banyak bank tutup → Suku bunga tinggi → usaha sulit
Utang negara naik
Pengangguran & kemiskinan tinggi
Timor Timur lepas
Intinya: ekonomi stabil, tapi dengan biaya sosial & fiskal besar PHK",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@NaomiEva18,2h,"NaomiEva Rupiah sempat menguat di era Habibie, tapi ada “harga” yg dibayar:
Kebijakan ketat IMF
Banyak bank tutup → Suku bunga tinggi → usaha sulit
Utang negara naik
Pengangguran & kemiskinan tinggi
Timor Timur lepas
Intinya: ekonomi stabil, tapi dengan biaya sosial & fiskal besar. PHK",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@NaraSenyap,NyxNara,"Selatan Jawa Timur M3.4
Tgl 28 Maret 2026 pukul 13.30 WIB Kedalaman 10 km Gempa -10.410°LS 111.880°BT | Samudra Hindia, ±283 km S Malang / 259 km S Blitar Mar 28",0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@NaraSenyap,NyxNara,selatan Jawa 28/3/2026 Gempa •M3.8 pkl 11.10 WIB Kedalaman 40 km Mar 28,0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
